,Name,Middle Name,Department,Phone,Phone mobile,Account number,Address,Address 1: Address Type,Address 1: City,Address 1: Fax,Address 1: Name,Address 1: Phone,Address 1: Post Office Box,Address 1: Street 1,Address 1: Street 2,Address 1: Street 3,Address 1: Telephone 2,Address 1: Telephone 3,Address 1: UPS Zone,Address 1: UTC Offset,Address 1: ZIP/Postal Code,Address 2,Address 2: Address Type,Address 2: City,Address 2: Country/Region,Address 2: County,Address 2: Fax,Address 2: Name,Address 2: State/Province,Address 2: Street 1,Address 2: Street 2,Address 2: Street 3,Address 2: Telephone 1,Address 2: Telephone 2,Address 2: Telephone 3,Address 2: ZIP/Postal Code,Address 3: Telephone3,Address 3: UPS Zone,Assistant,Assistant Phone,Back Office Customer,Bank account,Bank information,Business Phone 2,Callback Number,card number,chekad account type,chekad account type1,Company Name,Company Phone,Description,Email,Fax,First Name,Hold Sync,Home Phone,Home Phone 2,Last Name,Ledger,Manager,Manager Phone,Marital Status,Marketing Only,Note,Note2,Note3,Note4,Note5,Note6,phon2,phone1,Role,ROO,sex,sheba number,Telephone 3
,آزرده,,,02188781489,09123546077,,"تهران-آفریقا، خیابان ظفر ، پلاک 349، طبقه سوم
تهران, تهران",,تهران,,,,," تهران-آفریقا، خیابان ظفر ، پلاک 349، طبقه سوم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آزرده,09123546077,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آزرده,09123546077,,No,,,,,,,,,,,آقا,,0
,آزمون,,آفتاب مهر,02144859542,09124283931,,"تهران-بزرگراه نیایش، چهار راه سردار جنگل، ساختمان سهند، طبقه اول ، واحد 18
تهران, تهران",,تهران,,,,," تهران-بزرگراه نیایش، چهار راه سردار جنگل، ساختمان سهند، طبقه اول ، واحد 18",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02144859541,0,آفتاب مهر,, آزمون ,,,No,,,,,,,,,,,آقا,,0
,آژانس اتومبیل,,آژانس بهار,02177186421,09121904002,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,اشتراک 156,,0,,No,02177891829,02177224666,آژانس بهار,, آژانس اتومبیل,,,No,,,,,,,,,,,آقا,,02177895589
,آژانس اتومبیل,,آژانس کرایه 20,02177954410,09121473316,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,02177954417,0,آژانس کرایه 20,, آژانس اتومبیل,,,No,,,,,,,,,,,آقا,,02177954415
,آسانسور عامری,,عامری-قم,025336700935,09125529628,,"تهران-آبعلی-
آبعلی, تهران",,آبعلی,,,,, تهران-آبعلی-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,آسانسور,No,0,0,عامری-قم,,آسانسور عامری,09123056172,,No,,,,,,,,,,,آقا,,0
,آسینه,,سانترال,0,09121466461,,"تهران-خیابان کریم خان، خیابان نجات الهی شمالی، کوچه زبرجد، پلاک 8 ،زیر همک، آقای صراف زاده
تهران, تهران",,تهران,,,,," تهران-خیابان کریم خان، خیابان نجات الهی شمالی، کوچه زبرجد، پلاک 8 ،زیر همک، آقای صراف زاده",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,کارهای نصب آوای صدای دفتر را انجام داد,,0,,No,0,0,سانترال,, آسینه,,,No,,,,,,,,,,,آقا,,0
,آشفته,,,02176264589,,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آشفته,,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آشفته,,,No,,,,,,,,,,,آقا,,0
,آقا لو,,,04538813120,09395004867,,"آذربایجان شرقی-اردبیل-
اردبیل, آذربایجان شرقی",,اردبیل,,,,, آذربایجان شرقی-اردبیل-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آقا لو,09395004867,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آقا لو,09395004867,,No,,,,,,,,,,,آقا,,0
,آقازاده,,آقازاده,0,09123435168,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021055265979,,No,0,0,آقازاده,, آقازاده,,,No,,,,,,,,,,,آقا,,0
,آقای امیدی,,,0,09122041647,,"آدرس 1 : تهران، خیابان وزراء، خیابان هشتم، پلاک 26، واحد 4",,,,,,,"آدرس 1 : تهران، خیابان وزراء، خیابان هشتم، پلاک 26، واحد 4",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای امیدی,09122041647,No,,,,,,Business audience,Non-commercial audience,,,,,0,آقای,No,0,0,,,آقای امیدی,09122041647,,No,,,,,,,,,,,آقا,,0
,آقای رفیع نوین کامپوزیت,,,0,,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای رفیع نوین کامپوزیت,,No,,,,,,Business audience,Non-commercial audience,,,,,0,آقای رفیع,No,0,0,,,آقای رفیع نوین کامپوزیت,,,No,,,,,,,,,,,آقا,,0
,آقای صفری صفری,,,0,09125029744,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای صفری صفری,09125029744,No,,,,,,Business audience,Non-commercial audience,,,,,0,آقای صفری,No,0,0,,,آقای صفری صفری,09125029744,,No,,,,,,,,,,,آقا,,0
,آقای عزیزی کارشناس بیمه,,,0,09124786199,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای عزیزی کارشناس بیمه,09124786199,No,,,,,,Business audience,Non-commercial audience,,,,,0,آقای عزیزی,No,0,0,,,آقای عزیزی کارشناس بیمه,09124786199,,No,,,,,,,,,,,آقا,,0
,آقای فتوحی یزد,,,0,09133538376,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای فتوحی یزد,09133538376,No,,,,,,Business audience,Non-commercial audience,,,,,0,آقای فتوحی,No,0,0,,,آقای فتوحی یزد,09133538376,,No,,,,,,,,,,,آقا,,0
,آقای قدسی,,,0,9125666519,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقای قدسی,9125666519,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آقای قدسی,9125666519,,No,,,,,,,,,,,آقا,,0
,آقایی,,,0,09123161640,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقایی,09123161640,No,,,,,,Business audience,Non-commercial audience,,,تعمیرات کولر گازی در پایین مجتمع,,0,,No,0,0,,, آقایی,09123161640,,No,,,,,,,,,,,آقا,,0
,آقایی,,,0,09123161640,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم آقایی,09123161640,No,,,,,,Business audience,Non-commercial audience,,,تعمیر گولر در پایین مجتمع,,0,,No,0,0,,, آقایی,09123161640,,No,,,,,,,,,,,آقا,,0
,آقایی,,پلی کیتون-آقایی,0,09358185834,,"البرز-آدرس 1(پستی) : اتوبان کرج قزوین، خروجی 45متری گلشهر، انتهای 45متری خیابان قزوین، روبروی بانک ملت شعبه میان جاده جنب بانک ملی کوچه شهید اصلانی، پلاک 56
البرز 3135634187",,,,,,," البرز-آدرس 1(پستی) : اتوبان کرج قزوین، خروجی 45متری گلشهر، انتهای 45متری خیابان قزوین، روبروی بانک ملت شعبه میان جاده جنب بانک ملی کوچه شهید اصلانی، پلاک 56",,,,,,,3135634187,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,پلی کیتون-آقایی,, آقایی,,,No,,,,,,,,,,,آقا,,0
,آلبرت,,,02177490914,09121865843,,"تهران-دلاوران ، خیابان تکاوران جنوبی ، پلاک 39 ، تراشکاری آلبرت
تهران, تهران",,تهران,,,,," تهران-دلاوران ، خیابان تکاوران جنوبی ، پلاک 39 ، تراشکاری آلبرت",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آلبرت,09121865843,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آلبرت,09121865843,,No,,,,,,,,,,,آقا,,0
,آموزگار,,,0,09123935866,,"تهران-شهریار-سعید آباد شهریار، خیابان آزادگان، پانزده متری سلمان، اولین کوچه دست راست، درب چهارم
شهریار, تهران",,شهریار,,,,," تهران-شهریار-سعید آباد شهریار، خیابان آزادگان، پانزده متری سلمان، اولین کوچه دست راست، درب چهارم",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای آموزگار,09123935866,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, آموزگار,09123935866,,No,,,,,,,,,,,آقا,,0
,آنایی,,پولاد سنگ گلستان,01732295505,09122460191,,"گلستان-گنبد کاووس-خیابان شریعتی، بعد از مبارزان، پلاک 242
گنبد کاووس, گلستان",,گنبد کاووس,,,,," گلستان-گنبد کاووس-خیابان شریعتی، بعد از مبارزان، پلاک 242",,,,,,,,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,0,,No,0,0,پولاد سنگ گلستان,, آنایی,,,No,,,,,,,,,,,آقا,,0
,آهنگر,,,02144273638,09122253903,,"تهران-آدرس دفتر (ثبت روزنامه ) :خیابان مرزداران، پلاک 106، طبقه 3، واحد 5  [ ]   مرکزی-زرندیه-آدرس کارخانه(پروانه) : شهرک صنعتی معمونیه، خیابان 5، قطعه 15 و 16
زرندیه, تهران@@[@]@@مرکزی 1464645887",,زرندیه,,,,," تهران-آدرس دفتر (ثبت روزنامه ) :خیابان مرزداران، پلاک 106، طبقه 3، واحد 5  [ ]   مرکزی-زرندیه-آدرس کارخانه(پروانه) : شهرک صنعتی معمونیه، خیابان 5، قطعه 15 و 16",,,,,,,1464645887,,Default Value,,,,,,,,,,,,,,,,جناب آقای آهنگر,09122253903,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,02144278212,08645253841,,, آهنگر,09122253903,,No,,,,,,,,,,,آقا,,02144273898
,آیدا پلاستیک,,مدیریت و سرمایه گذاری نوید آینده  ,02122020258,,,"تهران- ولیعصر، روبروی  پارک ملت، ساختمان صورتی، طبقه ششم، واحد 44 
تهران, تهران 1967755946",,تهران,,,,," تهران- ولیعصر، روبروی  پارک ملت، ساختمان صورتی، طبقه ششم، واحد 44 ",,,,,,,1967755946,,Default Value,,,,,,,,,,,,,,,,,,No,,,,,,Business audience,Business audience,,,,,021022059741,,No,021220151123,0,مدیریت و سرمایه گذاری نوید آینده  ,, آیدا پلاستیک ,,,No,,,,,,,,,,,آقا,,02122059741
,ابراهیم اسلامی دولابی,,,0,09173633264,,"آدرس 1پستی: هرمزگان ، قشم، پی پشت، شهرک صنعتی کاوه، فروشگاه ابزار و یراق شناور
7953175944",,,,,,,"آدرس 1پستی: هرمزگان ، قشم، پی پشت، شهرک صنعتی کاوه، فروشگاه ابزار و یراق شناور",,,,,,,7953175944,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم ابراهیم اسلامی دولابی,09173633264,No,,,,,,Business audience,Non-commercial audience,,,,,0,ابراهیم,No,0,0,,,ابراهیم اسلامی دولابی,09173633264,,No,,,,,,,,,,,آقا,,0
,ابراهیم پور,,,02177958750,09122468199,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای ابراهیم پور,09122468199,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,02177956504,0,,, ابراهیم پور,09122468199,,No,,,,,,,,,,,آقا,,0
,ابراهیمی-پلیمر ساران دانشوارن,,,0,09177139551,,"فارس-شیراز-آدرس 1 : شیراز
شیراز, فارس",,شیراز,,,,, فارس-شیراز-آدرس 1 : شیراز,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای ابراهیمی-پلیمر ساران دانشوارن,09177139551,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, ابراهیمی-پلیمر ساران دانشوارن,09177139551,,No,,,,,,,,,,,آقا,,0
,ابطحی,,,0,09123494209,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای ابطحی,09123494209,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, ابطحی,09123494209,,No,,,,,,,,,,,آقا,,0
,ابطحی-شیراز,,,0,09128631077,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم ابطحی-شیراز,09128631077,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, ابطحی-شیراز,09128631077,,No,,,,,,,,,,,آقا,,0
,ابن علی,,,0,09190174071,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم ابن علی,09190174071,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, ابن علی,09190174071,,No,,,,,,,,,,,آقا,,0
,ابوالفضل احمدی,,,0,09197799919,,"تهران-خیابان سعدی جنوبی، نبش کوچه گودرزی، پاساژ سلامت، طبقه دوم، پلاک 206، تک نیرو
تهران, تهران",,تهران,,,,," تهران-خیابان سعدی جنوبی، نبش کوچه گودرزی، پاساژ سلامت، طبقه دوم، پلاک 206، تک نیرو",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم ابوالفضل  احمدی,09197799919,No,,,,,,Business audience,Non-commercial audience,,,,,0,ابوالفضل,No,0,0,,,ابوالفضل  احمدی,09197799919,,No,,,,,,,,,,,آقا,,0
,ابوالفضل جوادی,,,0,09124424108,,"آدرس 1(پستی) : زنجان، ابهر، شهرک فرهنگیان، بوستان 14، پلاک 30، طبقه اول
4561634655",,,,,,,"آدرس 1(پستی) : زنجان، ابهر، شهرک فرهنگیان، بوستان 14، پلاک 30، طبقه اول",,,,,,,4561634655,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم ابوالفضل جوادی,09124424108,No,,,,,,Business audience,Non-commercial audience,,,,,0,ابوالفضل,No,0,0,,,ابوالفضل جوادی,09124424108,,No,,,,,,,,,,,آقا,,0
,اجاره ون پهلوان,,,0,09335400279,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم اجاره ون پهلوان,09335400279,No,,,,,,Business audience,Non-commercial audience,,,اجاره ون هایس,,0,اجاره ون,No,0,0,,,اجاره ون پهلوان,09335400279,,No,,,,,,,,,,,آقا,,0
,اجاقی,,,0,09125574762,,"تهران-کامرانیه شمالی، بالاتر از برج کوه نور، کوچه شیبانی غربی، پلاک 4
تهران, تهران",,تهران,,,,," تهران-کامرانیه شمالی، بالاتر از برج کوه نور، کوچه شیبانی غربی، پلاک 4",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای اجاقی,09125574762,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, اجاقی,09125574762,,No,,,,,,,,,,,آقا,,0
,اجتهادی,,,02636109602,09123241033,,"آدرس 1 : البرز، کیلومتر 24 جاده مخصوص کرج بعد از اتمسفر خیابان سروستان, کوچه سوم غربی, انتهای کوچه روبروی شرکت آریا",,,,,,,"آدرس 1 : البرز، کیلومتر 24 جاده مخصوص کرج بعد از اتمسفر خیابان سروستان, کوچه سوم غربی, انتهای کوچه روبروی شرکت آریا",,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم اجتهادی,09123241033,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, اجتهادی,09123241033,,No,,,,,,,,,,,آقا,,0
,احترام سلیمانی,,,02133967776,09125444684,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,سرکار خانم احترام سلیمانی,09125444684,No,,,,,,Business audience,Non-commercial audience,,,عشرت 77711640 -09354778551 مامان زری 77328187,,021033967757,احترام,No,02133967858,0,,,احترام سلیمانی,09125444684,,No,,,,,,,,,,,آقا,,077043076
,احسان پور,,,0,09131171886,,"اصفهان-اصفهان-
اصفهان, اصفهان",,اصفهان,,,,, اصفهان-اصفهان-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای احسان پور,09131171886,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, احسان پور,09131171886,,No,,,,,,,,,,,آقا,,0
,احسان جوکار دهویی,,,07137227992,,,"آدرس 1(پستی) : شیراز، بلوار مدرس، بلوار جانبازان، خیابان استاد مردانی غربی، کوچه 7، پلاک 414
7155834396",,,,,,,"آدرس 1(پستی) : شیراز، بلوار مدرس، بلوار جانبازان، خیابان استاد مردانی غربی، کوچه 7، پلاک 414",,,,,,,7155834396,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم احسان جوکار دهویی,,No,,,,,,Business audience,Non-commercial audience,,,,,0,احسان,No,0,0,,,احسان جوکار دهویی,,,No,,,,,,,,,,,آقا,,0
,احسان خوش فکر فرد,,,0,09128435013,,"آدرس 1 : تهران، سهروردی شمالی، پایین تر از هویزه ، کوچه افشار جوان، پلاک 43
1639693813",,,,,,,"آدرس 1 : تهران، سهروردی شمالی، پایین تر از هویزه ، کوچه افشار جوان، پلاک 43",,,,,,,1639693813,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم احسان خوش فکر فرد,09128435013,No,,,,,,Business audience,Non-commercial audience,,,,,0,احسان,No,0,0,,,احسان خوش فکر فرد,09128435013,,No,,,,,,,,,,,آقا,,0
,احسان سلطانی,,,0,09132199530,,"آدرس 1(پستی): اصفهان، شاهین شهر، خیابان مخابرات، فرعی 11، پلاک 47، طبقه اول
8316768311",,,,,,,"آدرس 1(پستی): اصفهان، شاهین شهر، خیابان مخابرات، فرعی 11، پلاک 47، طبقه اول",,,,,,,8316768311,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم احسان سلطانی,09132199530,No,,,,,,Business audience,Non-commercial audience,,,,,0,احسان,No,0,0,,,احسان سلطانی,09132199530,,No,,,,,,,,,,,آقا,,0
,احسان فریدونی,,,0,09173171086,,,,,,,,,,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای/سرکار خانم احسان فریدونی,09173171086,No,,,,,,Business audience,Non-commercial audience,,,,,0,احسان,No,0,0,,,احسان فریدونی,09173171086,,No,,,,,,,,,,,آقا,,0
,احسانی,,,0,09122003299,,"تهران-
تهران, تهران",,تهران,,,,, تهران-,,,,,,,,,Default Value,,,,,,,,,,,,,,,,جناب آقای احسانی,09122003299,No,,,,,,Business audience,Non-commercial audience,,,,,0,,No,0,0,,, احسانی,09122003299,,No,,,,,,,,,,,آقا,,0
